"state"	"year"	"party_winner"
"735"	"maryland"	"1844"	"W"
"736"	"massachusetts"	"1844"	"W"
"737"	"michigan"	"1844"	"D"
"738"	"minnesota"	"1844"	NA
"739"	"mississippi"	"1844"	"D"
"740"	"missouri"	"1844"	"D"
"741"	"montana"	"1844"	NA
"742"	"nebraska"	"1844"	NA
"743"	"nevada"	"1844"	NA
"744"	"new hampshire"	"1844"	"D"
"745"	"new jersey"	"1844"	"W"
"746"	"new mexico"	"1844"	NA
"747"	"new york"	"1844"	"D"
"748"	"north carolina"	"1844"	"W"
"749"	"north dakota"	"1844"	NA
"750"	"ohio"	"1844"	"W"
"751"	"oklahoma"	"1844"	NA
"752"	"oregon"	"1844"	NA
"753"	"pennsylvania"	"1844"	"D"
"754"	"rhode island"	"1844"	"W"
"755"	"south carolina"	"1844"	"D"
"756"	"south dakota"	"1844"	NA
"757"	"tennessee"	"1844"	"W"
"758"	"texas"	"1844"	NA
"759"	"utah"	"1844"	NA
"760"	"vermont"	"1844"	"W"
"761"	"virginia"	"1844"	"D"
"762"	"washington"	"1844"	NA
"763"	"west virginia"	"1844"	NA
"764"	"wisconsin"	"1844"	NA
"765"	"wyoming"	"1844"	NA
"766"	"alabama"	"1848"	"D"
"767"	"alaska"	"1848"	NA
"768"	"arizona"	"1848"	NA
"769"	"arkansas"	"1848"	"D"
"770"	"california"	"1848"	NA
"771"	"colorado"	"1848"	NA
"772"	"connecticut"	"1848"	"W"
"773"	"delaware"	"1848"	"W"
"774"	"d.c."	"1848"	NA
"775"	"florida"	"1848"	"W"
"776"	"georgia"	"1848"	"W"
"777"	"hawaii"	"1848"	NA
"778"	"idaho"	"1848"	NA
"779"	"illinois"	"1848"	"D"
"780"	"indiana"	"1848"	"D"
"781"	"iowa"	"1848"	"D"
"782"	"kansas"	"1848"	NA
"783"	"kentucky"	"1848"	"W"
"784"	"louisiana"	"1848"	"W"
"785"	"maine"	"1848"	"D"
"786"	"maryland"	"1848"	"W"
"787"	"massachusetts"	"1848"	"W"
"788"	"michigan"	"1848"	"D"
"789"	"minnesota"	"1848"	NA
"790"	"mississippi"	"1848"	"D"
"791"	"missouri"	"1848"	"D"
"792"	"montana"	"1848"	NA
"793"	"nebraska"	"1848"	NA
"794"	"nevada"	"1848"	NA
"795"	"new hampshire"	"1848"	"D"
"796"	"new jersey"	"1848"	"W"
"797"	"new mexico"	"1848"	NA
"798"	"new york"	"1848"	"W"
"799"	"north carolina"	"1848"	"W"
"800"	"north dakota"	"1848"	NA
"801"	"ohio"	"1848"	"D"
"802"	"oklahoma"	"1848"	NA
"803"	"oregon"	"1848"	NA
"804"	"pennsylvania"	"1848"	"W"
"805"	"rhode island"	"1848"	"W"
"806"	"south carolina"	"1848"	"D"
"807"	"south dakota"	"1848"	NA
"808"	"tennessee"	"1848"	"W"
"809"	"texas"	"1848"	"D"
"810"	"utah"	"1848"	NA
"811"	"vermont"	"1848"	"W"
"812"	"virginia"	"1848"	"D"
"813"	"washington"	"1848"	NA
"814"	"west virginia"	"1848"	NA
"815"	"wisconsin"	"1848"	"D"
"816"	"wyoming"	"1848"	NA
"817"	"alabama"	"1852"	"D"
"818"	"alaska"	"1852"	NA
"819"	"arizona"	"1852"	NA
"820"	"arkansas"	"1852"	"D"
"821"	"california"	"1852"	"D"
"822"	"colorado"	"1852"	NA
"823"	"connecticut"	"1852"	"D"
"824"	"delaware"	"1852"	"D"
"825"	"d.c."	"1852"	NA
"826"	"florida"	"1852"	"D"
"827"	"georgia"	"1852"	"D"
"828"	"hawaii"	"1852"	NA
"829"	"idaho"	"1852"	NA
"830"	"illinois"	"1852"	"D"
"831"	"indiana"	"1852"	"D"
"832"	"iowa"	"1852"	"D"
"833"	"kansas"	"1852"	NA
"834"	"kentucky"	"1852"	"W"
"835"	"louisiana"	"1852"	"D"
"836"	"maine"	"1852"	"D"
"837"	"maryland"	"1852"	"D"
"838"	"massachusetts"	"1852"	"W"
"839"	"michigan"	"1852"	"D"
"840"	"minnesota"	"1852"	NA
"841"	"mississippi"	"1852"	"D"
"842"	"missouri"	"1852"	"D"
"843"	"montana"	"1852"	NA
"844"	"nebraska"	"1852"	NA
"845"	"nevada"	"1852"	NA
"846"	"new hampshire"	"1852"	"D"
"847"	"new jersey"	"1852"	"D"
"848"	"new mexico"	"1852"	NA
"849"	"new york"	"1852"	"D"
"850"	"north carolina"	"1852"	"D"
"851"	"north dakota"	"1852"	NA
"852"	"ohio"	"1852"	"D"
"853"	"oklahoma"	"1852"	NA
"854"	"oregon"	"1852"	NA
"855"	"pennsylvania"	"1852"	"D"
"856"	"rhode island"	"1852"	"D"
"857"	"south carolina"	"1852"	"D"
"858"	"south dakota"	"1852"	NA
"859"	"tennessee"	"1852"	"W"
"860"	"texas"	"1852"	"D"
"861"	"utah"	"1852"	NA
"862"	"vermont"	"1852"	"W"
"863"	"virginia"	"1852"	"D"
"864"	"washington"	"1852"	NA
"865"	"west virginia"	"1852"	NA
"866"	"wisconsin"	"1852"	"D"
"867"	"wyoming"	"1852"	NA
"868"	"alabama"	"1856"	"D"
"869"	"alaska"	"1856"	NA
"870"	"arizona"	"1856"	NA
"871"	"arkansas"	"1856"	"D"
"872"	"california"	"1856"	"D"
"873"	"colorado"	"1856"	NA
"874"	"connecticut"	"1856"	"R"
"875"	"delaware"	"1856"	"D"
"876"	"d.c."	"1856"	NA
"877"	"florida"	"1856"	"D"
"878"	"georgia"	"1856"	"D"
"879"	"hawaii"	"1856"	NA
"880"	"idaho"	"1856"	NA
"881"	"illinois"	"1856"	"D"
"882"	"indiana"	"1856"	"D"
"883"	"iowa"	"1856"	"R"
"884"	"kansas"	"1856"	NA
"885"	"kentucky"	"1856"	"D"
"886"	"louisiana"	"1856"	"D"
"887"	"maine"	"1856"	"R"
"888"	"maryland"	"1856"	"KN"
"889"	"massachusetts"	"1856"	"R"
"890"	"michigan"	"1856"	"R"
"891"	"minnesota"	"1856"	NA
"892"	"mississippi"	"1856"	"D"
"893"	"missouri"	"1856"	"D"
"894"	"montana"	"1856"	NA
"895"	"nebraska"	"1856"	NA
"896"	"nevada"	"1856"	NA
"897"	"new hampshire"	"1856"	"R"
"898"	"new jersey"	"1856"	"D"
"899"	"new mexico"	"1856"	NA
"900"	"new york"	"1856"	"R"
"901"	"north carolina"	"1856"	"D"
"902"	"north dakota"	"1856"	NA
"903"	"ohio"	"1856"	"R"
"904"	"oklahoma"	"1856"	NA
"905"	"oregon"	"1856"	NA
"906"	"pennsylvania"	"1856"	"D"
"907"	"rhode island"	"1856"	"R"
"908"	"south carolina"	"1856"	"D"
"909"	"south dakota"	"1856"	NA
"910"	"tennessee"	"1856"	"D"
"911"	"texas"	"1856"	"D"
"912"	"utah"	"1856"	NA
"913"	"vermont"	"1856"	"R"
"914"	"virginia"	"1856"	"D"
"915"	"washington"	"1856"	NA
"916"	"west virginia"	"1856"	NA
"917"	"wisconsin"	"1856"	"R"
"918"	"wyoming"	"1856"	NA
"919"	"alabama"	"1860"	"SD"
"920"	"alaska"	"1860"	NA
"921"	"arizona"	"1860"	NA
"922"	"arkansas"	"1860"	"SD"
"923"	"california"	"1860"	"R"
"924"	"colorado"	"1860"	NA
"925"	"connecticut"	"1860"	"R"
"926"	"delaware"	"1860"	"SD"
"927"	"d.c."	"1860"	NA
"928"	"florida"	"1860"	"SD"
"929"	"georgia"	"1860"	"SD"
"930"	"hawaii"	"1860"	NA
"931"	"idaho"	"1860"	NA
"932"	"illinois"	"1860"	"R"
"933"	"indiana"	"1860"	"R"
"934"	"iowa"	"1860"	"R"
"935"	"kansas"	"1860"	NA
"936"	"kentucky"	"1860"	"CU"
"937"	"louisiana"	"1860"	"SD"
"938"	"maine"	"1860"	"R"
"939"	"maryland"	"1860"	"SD"
"940"	"massachusetts"	"1860"	"R"
"941"	"michigan"	"1860"	"R"
"942"	"minnesota"	"1860"	"R"
"943"	"mississippi"	"1860"	"SD"
"944"	"missouri"	"1860"	"ND"
"945"	"montana"	"1860"	NA
"946"	"nebraska"	"1860"	NA
"947"	"nevada"	"1860"	NA
"948"	"new hampshire"	"1860"	"R"
"949"	"new jersey"	"1860"	"R"
"950"	"new mexico"	"1860"	NA
"951"	"new york"	"1860"	"R"
"952"	"north carolina"	"1860"	"SD"
"953"	"north dakota"	"1860"	NA
"954"	"ohio"	"1860"	"R"
"955"	"oklahoma"	"1860"	NA
"956"	"oregon"	"1860"	"R"
"957"	"pennsylvania"	"1860"	"R"
"958"	"rhode island"	"1860"	"R"
"959"	"south carolina"	"1860"	"SD"
"960"	"south dakota"	"1860"	NA
"961"	"tennessee"	"1860"	"CU"
"962"	"texas"	"1860"	"SD"
"963"	"utah"	"1860"	NA
"964"	"vermont"	"1860"	"R"
"965"	"virginia"	"1860"	"CU"
"966"	"washington"	"1860"	NA
"967"	"west virginia"	"1860"	NA
"968"	"wisconsin"	"1860"	"R"
"969"	"wyoming"	"1860"	NA
"970"	"alabama"	"1864"	NA
"971"	"alaska"	"1864"	NA
"972"	"arizona"	"1864"	NA
"973"	"arkansas"	"1864"	NA
"974"	"california"	"1864"	"R"
"975"	"colorado"	"1864"	NA
"976"	"connecticut"	"1864"	"R"
"977"	"delaware"	"1864"	"D"
"978"	"d.c."	"1864"	NA
"979"	"florida"	"1864"	NA
"980"	"georgia"	"1864"	NA
"981"	"hawaii"	"1864"	NA
"982"	"idaho"	"1864"	NA
"983"	"illinois"	"1864"	"R"
"984"	"indiana"	"1864"	"R"
"985"	"iowa"	"1864"	"R"
"986"	"kansas"	"1864"	"R"
"987"	"kentucky"	"1864"	"D"
"988"	"louisiana"	"1864"	NA
"989"	"maine"	"1864"	"R"
"990"	"maryland"	"1864"	"R"
"991"	"massachusetts"	"1864"	"R"
"992"	"michigan"	"1864"	"R"
"993"	"minnesota"	"1864"	"R"
"994"	"mississippi"	"1864"	NA
"995"	"missouri"	"1864"	"R"
"996"	"montana"	"1864"	NA
"997"	"nebraska"	"1864"	NA
"998"	"nevada"	"1864"	"R"
"999"	"new hampshire"	"1864"	"R"
"1000"	"new jersey"	"1864"	"D"
"1001"	"new mexico"	"1864"	NA
"1002"	"new york"	"1864"	"R"
"1003"	"north carolina"	"1864"	NA
"1004"	"north dakota"	"1864"	NA
"1005"	"ohio"	"1864"	"R"
"1006"	"oklahoma"	"1864"	NA
"1007"	"oregon"	"1864"	"R"
"1008"	"pennsylvania"	"1864"	"R"
"1009"	"rhode island"	"1864"	"R"
"1010"	"south carolina"	"1864"	NA
"1011"	"south dakota"	"1864"	NA
"1012"	"tennessee"	"1864"	NA
"1013"	"texas"	"1864"	NA
"1014"	"utah"	"1864"	NA
"1015"	"vermont"	"1864"	"R"
"1016"	"virginia"	"1864"	NA
"1017"	"washington"	"1864"	NA
"1018"	"west virginia"	"1864"	"R"
"1019"	"wisconsin"	"1864"	"R"
"1020"	"wyoming"	"1864"	NA
"1021"	"alabama"	"1868"	"R"
"1022"	"alaska"	"1868"	NA
"1023"	"arizona"	"1868"	NA
"1024"	"arkansas"	"1868"	"R"
"1025"	"california"	"1868"	"R"
"1026"	"colorado"	"1868"	NA
"1027"	"connecticut"	"1868"	"R"
"1028"	"delaware"	"1868"	"D"
"1029"	"d.c."	"1868"	NA
"1030"	"florida"	"1868"	"R"
"1031"	"georgia"	"1868"	"D"
"1032"	"hawaii"	"1868"	NA
"1033"	"idaho"	"1868"	NA
"1034"	"illinois"	"1868"	"R"
"1035"	"indiana"	"1868"	"R"
"1036"	"iowa"	"1868"	"R"
"1037"	"kansas"	"1868"	"R"
"1038"	"kentucky"	"1868"	"D"
"1039"	"louisiana"	"1868"	"D"
"1040"	"maine"	"1868"	"R"
"1041"	"maryland"	"1868"	"D"
"1042"	"massachusetts"	"1868"	"R"
"1043"	"michigan"	"1868"	"R"
"1044"	"minnesota"	"1868"	"R"
"1045"	"mississippi"	"1868"	NA
"1046"	"missouri"	"1868"	"R"
"1047"	"montana"	"1868"	NA
"1048"	"nebraska"	"1868"	"R"
"1049"	"nevada"	"1868"	"R"
"1050"	"new hampshire"	"1868"	"R"
"1051"	"new jersey"	"1868"	"D"
"1052"	"new mexico"	"1868"	NA
"1053"	"new york"	"1868"	"D"
"1054"	"north carolina"	"1868"	"R"
"1055"	"north dakota"	"1868"	NA
"1056"	"ohio"	"1868"	"R"
"1057"	"oklahoma"	"1868"	NA
"1058"	"oregon"	"1868"	"D"
"1059"	"pennsylvania"	"1868"	"R"
"1060"	"rhode island"	"1868"	"R"
"1061"	"south carolina"	"1868"	"R"
"1062"	"south dakota"	"1868"	NA
"1063"	"tennessee"	"1868"	"R"
"1064"	"texas"	"1868"	NA
"1065"	"utah"	"1868"	NA
"1066"	"vermont"	"1868"	"R"
"1067"	"virginia"	"1868"	NA
"1068"	"washington"	"1868"	NA
"1069"	"west virginia"	"1868"	"R"
"1070"	"wisconsin"	"1868"	"R"
"1071"	"wyoming"	"1868"	NA
"1072"	"alabama"	"1872"	"R"
"1073"	"alaska"	"1872"	NA
"1074"	"arizona"	"1872"	NA
"1075"	"arkansas"	"1872"	"R"
"1076"	"california"	"1872"	"R"
"1077"	"colorado"	"1872"	NA
"1078"	"connecticut"	"1872"	"R"
"1079"	"delaware"	"1872"	"R"
"1080"	"d.c."	"1872"	NA
"1081"	"florida"	"1872"	"R"
"1082"	"georgia"	"1872"	"D"
"1083"	"hawaii"	"1872"	NA
"1084"	"idaho"	"1872"	NA
"1085"	"illinois"	"1872"	"R"
"1086"	"indiana"	"1872"	"R"
"1087"	"iowa"	"1872"	"R"
"1088"	"kansas"	"1872"	"R"
"1089"	"kentucky"	"1872"	"D"
"1090"	"louisiana"	"1872"	"R"
"1091"	"maine"	"1872"	"R"
"1092"	"maryland"	"1872"	"D"
"1093"	"massachusetts"	"1872"	"R"
"1094"	"michigan"	"1872"	"R"
"1095"	"minnesota"	"1872"	"R"
"1096"	"mississippi"	"1872"	"R"
"1097"	"missouri"	"1872"	"D"
"1098"	"montana"	"1872"	NA
"1099"	"nebraska"	"1872"	"R"
"1100"	"nevada"	"1872"	"R"
"1101"	"new hampshire"	"1872"	"R"
"1102"	"new jersey"	"1872"	"R"
"1103"	"new mexico"	"1872"	NA
"1104"	"new york"	"1872"	"R"
"1105"	"north carolina"	"1872"	"R"
"1106"	"north dakota"	"1872"	NA
"1107"	"ohio"	"1872"	"R"
"1108"	"oklahoma"	"1872"	NA
"1109"	"oregon"	"1872"	"R"
"1110"	"pennsylvania"	"1872"	"R"
"1111"	"rhode island"	"1872"	"R"
"1112"	"south carolina"	"1872"	"R"
"1113"	"south dakota"	"1872"	NA
"1114"	"tennessee"	"1872"	"D"
"1115"	"texas"	"1872"	"D"
"1116"	"utah"	"1872"	NA
"1117"	"vermont"	"1872"	"R"
"1118"	"virginia"	"1872"	"R"
"1119"	"washington"	"1872"	NA
"1120"	"west virginia"	"1872"	"R"
"1121"	"wisconsin"	"1872"	"R"
"1122"	"wyoming"	"1872"	NA
"1123"	"alabama"	"1876"	"D"
"1124"	"alaska"	"1876"	NA
"1125"	"arizona"	"1876"	NA
"1126"	"arkansas"	"1876"	"D"
"1127"	"california"	"1876"	"R"
"1128"	"colorado"	"1876"	"R"
"1129"	"connecticut"	"1876"	"D"
"1130"	"delaware"	"1876"	"D"
"1131"	"d.c."	"1876"	NA
"1132"	"florida"	"1876"	"R"
"1133"	"georgia"	"1876"	"D"
"1134"	"hawaii"	"1876"	NA
"1135"	"idaho"	"1876"	NA
"1136"	"illinois"	"1876"	"R"
"1137"	"indiana"	"1876"	"D"
"1138"	"iowa"	"1876"	"R"
"1139"	"kansas"	"1876"	"R"
"1140"	"kentucky"	"1876"	"D"
"1141"	"louisiana"	"1876"	"R"
"1142"	"maine"	"1876"	"R"
"1143"	"maryland"	"1876"	"D"
"1144"	"massachusetts"	"1876"	"R"
"1145"	"michigan"	"1876"	"R"
"1146"	"minnesota"	"1876"	"R"
"1147"	"mississippi"	"1876"	"D"
"1148"	"missouri"	"1876"	"D"
"1149"	"montana"	"1876"	NA
"1150"	"nebraska"	"1876"	"R"
"1151"	"nevada"	"1876"	"R"
"1152"	"new hampshire"	"1876"	"R"
"1153"	"new jersey"	"1876"	"D"
"1154"	"new mexico"	"1876"	NA
"1155"	"new york"	"1876"	"D"
"1156"	"north carolina"	"1876"	"D"
"1157"	"north dakota"	"1876"	NA
"1158"	"ohio"	"1876"	"R"
"1159"	"oklahoma"	"1876"	NA
"1160"	"oregon"	"1876"	"R"
"1161"	"pennsylvania"	"1876"	"R"
"1162"	"rhode island"	"1876"	"R"
"1163"	"south carolina"	"1876"	"R"
"1164"	"south dakota"	"1876"	NA
"1165"	"tennessee"	"1876"	"D"
"1166"	"texas"	"1876"	"D"
"1167"	"utah"	"1876"	NA
"1168"	"vermont"	"1876"	"R"
"1169"	"virginia"	"1876"	"D"
"1170"	"washington"	"1876"	NA
"1171"	"west virginia"	"1876"	"D"
"1172"	"wisconsin"	"1876"	"R"
"1173"	"wyoming"	"1876"	NA
"1174"	"alabama"	"1880"	"D"
"1175"	"alaska"	"1880"	NA
"1176"	"arizona"	"1880"	NA
"1177"	"arkansas"	"1880"	"D"
"1178"	"california"	"1880"	"D"
"1179"	"colorado"	"1880"	"R"
"1180"	"connecticut"	"1880"	"R"
"1181"	"delaware"	"1880"	"D"
"1182"	"d.c."	"1880"	NA
"1183"	"florida"	"1880"	"D"
"1184"	"georgia"	"1880"	"D"
"1185"	"hawaii"	"1880"	NA
"1186"	"idaho"	"1880"	NA
"1187"	"illinois"	"1880"	"R"
"1188"	"indiana"	"1880"	"R"
"1189"	"iowa"	"1880"	"R"
"1190"	"kansas"	"1880"	"R"
"1191"	"kentucky"	"1880"	"D"
"1192"	"louisiana"	"1880"	"D"
"1193"	"maine"	"1880"	"R"
"1194"	"maryland"	"1880"	"D"
"1195"	"massachusetts"	"1880"	"R"
"1196"	"michigan"	"1880"	"R"
"1197"	"minnesota"	"1880"	"R"
"1198"	"mississippi"	"1880"	"D"
"1199"	"missouri"	"1880"	"D"
"1200"	"montana"	"1880"	NA
"1201"	"nebraska"	"1880"	"R"
"1202"	"nevada"	"1880"	"D"
"1203"	"new hampshire"	"1880"	"R"
"1204"	"new jersey"	"1880"	"D"
"1205"	"new mexico"	"1880"	NA
"1206"	"new york"	"1880"	"R"
"1207"	"north carolina"	"1880"	"D"
"1208"	"north dakota"	"1880"	NA
"1209"	"ohio"	"1880"	"R"
"1210"	"oklahoma"	"1880"	NA
"1211"	"oregon"	"1880"	"R"
"1212"	"pennsylvania"	"1880"	"R"
"1213"	"rhode island"	"1880"	"R"
"1214"	"south carolina"	"1880"	"D"
"1215"	"south dakota"	"1880"	NA
"1216"	"tennessee"	"1880"	"D"
"1217"	"texas"	"1880"	"D"
"1218"	"utah"	"1880"	NA
"1219"	"vermont"	"1880"	"R"
"1220"	"virginia"	"1880"	"D"
"1221"	"washington"	"1880"	NA
"1222"	"west virginia"	"1880"	"D"
"1223"	"wisconsin"	"1880"	"R"
"1224"	"wyoming"	"1880"	NA
"1225"	"alabama"	"1884"	"D"
"1226"	"alaska"	"1884"	NA
"1227"	"arizona"	"1884"	NA
"1228"	"arkansas"	"1884"	"D"
"1229"	"california"	"1884"	"R"
"1230"	"colorado"	"1884"	"R"
"1231"	"connecticut"	"1884"	"D"
"1232"	"delaware"	"1884"	"D"
"1233"	"d.c."	"1884"	NA
"1234"	"florida"	"1884"	"D"
"1235"	"georgia"	"1884"	"D"
"1236"	"hawaii"	"1884"	NA
"1237"	"idaho"	"1884"	NA
"1238"	"illinois"	"1884"	"R"
"1239"	"indiana"	"1884"	"D"
"1240"	"iowa"	"1884"	"R"
"1241"	"kansas"	"1884"	"R"
"1242"	"kentucky"	"1884"	"D"
"1243"	"louisiana"	"1884"	"D"
"1244"	"maine"	"1884"	"R"
"1245"	"maryland"	"1884"	"D"
"1246"	"massachusetts"	"1884"	"R"
"1247"	"michigan"	"1884"	"R"
"1248"	"minnesota"	"1884"	"R"
"1249"	"mississippi"	"1884"	"D"
"1250"	"missouri"	"1884"	"D"
"1251"	"montana"	"1884"	NA
"1252"	"nebraska"	"1884"	"R"
"1253"	"nevada"	"1884"	"R"
"1254"	"new hampshire"	"1884"	"R"
"1255"	"new jersey"	"1884"	"D"
"1256"	"new mexico"	"1884"	NA
"1257"	"new york"	"1884"	"D"
"1258"	"north carolina"	"1884"	"D"
"1259"	"north dakota"	"1884"	NA
"1260"	"ohio"	"1884"	"R"
"1261"	"oklahoma"	"1884"	NA
"1262"	"oregon"	"1884"	"R"
"1263"	"pennsylvania"	"1884"	"R"
"1264"	"rhode island"	"1884"	"R"
"1265"	"south carolina"	"1884"	"D"
"1266"	"south dakota"	"1884"	NA
"1267"	"tennessee"	"1884"	"D"
"1268"	"texas"	"1884"	"D"
"1269"	"utah"	"1884"	NA
"1270"	"vermont"	"1884"	"R"
"1271"	"virginia"	"1884"	"D"
"1272"	"washington"	"1884"	NA
"1273"	"west virginia"	"1884"	"D"
"1274"	"wisconsin"	"1884"	"R"
"1275"	"wyoming"	"1884"	NA
"1276"	"alabama"	"1888"	"D"
"1277"	"alaska"	"1888"	NA
"1278"	"arizona"	"1888"	NA
"1279"	"arkansas"	"1888"	"D"
"1280"	"california"	"1888"	"R"
"1281"	"colorado"	"1888"	"R"
"1282"	"connecticut"	"1888"	"D"
"1283"	"delaware"	"1888"	"D"
"1284"	"d.c."	"1888"	NA
"1285"	"florida"	"1888"	"D"
"1286"	"georgia"	"1888"	"D"
"1287"	"hawaii"	"1888"	NA
"1288"	"idaho"	"1888"	NA
"1289"	"illinois"	"1888"	"R"
"1290"	"indiana"	"1888"	"R"
"1291"	"iowa"	"1888"	"R"
"1292"	"kansas"	"1888"	"R"
"1293"	"kentucky"	"1888"	"D"
"1294"	"louisiana"	"1888"	"D"
"1295"	"maine"	"1888"	"R"
"1296"	"maryland"	"1888"	"D"
"1297"	"massachusetts"	"1888"	"R"
"1298"	"michigan"	"1888"	"R"
"1299"	"minnesota"	"1888"	"R"
"1300"	"mississippi"	"1888"	"D"
"1301"	"missouri"	"1888"	"D"
"1302"	"montana"	"1888"	NA
"1303"	"nebraska"	"1888"	"R"
"1304"	"nevada"	"1888"	"R"
"1305"	"new hampshire"	"1888"	"R"
"1306"	"new jersey"	"1888"	"D"
"1307"	"new mexico"	"1888"	NA
"1308"	"new york"	"1888"	"R"
"1309"	"north carolina"	"1888"	"D"
"1310"	"north dakota"	"1888"	NA
"1311"	"ohio"	"1888"	"R"
"1312"	"oklahoma"	"1888"	NA
"1313"	"oregon"	"1888"	"R"
"1314"	"pennsylvania"	"1888"	"R"
"1315"	"rhode island"	"1888"	"R"
"1316"	"south carolina"	"1888"	"D"
"1317"	"south dakota"	"1888"	NA
"1318"	"tennessee"	"1888"	"D"
"1319"	"texas"	"1888"	"D"
"1320"	"utah"	"1888"	NA
"1321"	"vermont"	"1888"	"R"
"1322"	"virginia"	"1888"	"D"
"1323"	"washington"	"1888"	NA
"1324"	"west virginia"	"1888"	"D"
"1325"	"wisconsin"	"1888"	"R"
"1326"	"wyoming"	"1888"	NA
"1327"	"alabama"	"1892"	"D"
"1328"	"alaska"	"1892"	NA
"1329"	"arizona"	"1892"	NA
"1330"	"arkansas"	"1892"	"D"
"1331"	"california"	"1892"	"D"
"1332"	"colorado"	"1892"	"PO"
"1333"	"connecticut"	"1892"	"D"
"1334"	"delaware"	"1892"	"D"
"1335"	"d.c."	"1892"	NA
"1336"	"florida"	"1892"	"D"
"1337"	"georgia"	"1892"	"D"
"1338"	"hawaii"	"1892"	NA
"1339"	"idaho"	"1892"	"PO"
"1340"	"illinois"	"1892"	"D"
"1341"	"indiana"	"1892"	"D"
"1342"	"iowa"	"1892"	"R"
"1343"	"kansas"	"1892"	"PO"
"1344"	"kentucky"	"1892"	"D"
"1345"	"louisiana"	"1892"	"D"
"1346"	"maine"	"1892"	"R"
"1347"	"maryland"	"1892"	"D"
"1348"	"massachusetts"	"1892"	"R"
"1349"	"michigan"	"1892"	"R"
"1350"	"minnesota"	"1892"	"R"
"1351"	"mississippi"	"1892"	"D"
"1352"	"missouri"	"1892"	"D"
"1353"	"montana"	"1892"	"R"
"1354"	"nebraska"	"1892"	"R"
"1355"	"nevada"	"1892"	"PO"
"1356"	"new hampshire"	"1892"	"R"
"1357"	"new jersey"	"1892"	"D"
"1358"	"new mexico"	"1892"	NA
"1359"	"new york"	"1892"	"D"
"1360"	"north carolina"	"1892"	"D"
"1361"	"north dakota"	"1892"	"SP"
"1362"	"ohio"	"1892"	"R"
"1363"	"oklahoma"	"1892"	NA
"1364"	"oregon"	"1892"	"R"
"1365"	"pennsylvania"	"1892"	"R"
"1366"	"rhode island"	"1892"	"R"
"1367"	"south carolina"	"1892"	"D"
"1368"	"south dakota"	"1892"	"R"
"1369"	"tennessee"	"1892"	"D"
"1370"	"texas"	"1892"	"D"
"1371"	"utah"	"1892"	NA
"1372"	"vermont"	"1892"	"R"
"1373"	"virginia"	"1892"	"D"
"1374"	"washington"	"1892"	"R"
"1375"	"west virginia"	"1892"	"D"
"1376"	"wisconsin"	"1892"	"D"
"1377"	"wyoming"	"1892"	"R"
"1378"	"alabama"	"1896"	"D"
"1379"	"alaska"	"1896"	NA
"1380"	"arizona"	"1896"	NA
"1381"	"arkansas"	"1896"	"D"
"1382"	"california"	"1896"	"R"
"1383"	"colorado"	"1896"	"D"
"1384"	"connecticut"	"1896"	"R"
"1385"	"delaware"	"1896"	"R"
"1386"	"d.c."	"1896"	NA
"1387"	"florida"	"1896"	"D"
"1388"	"georgia"	"1896"	"D"
"1389"	"hawaii"	"1896"	NA
"1390"	"idaho"	"1896"	"D"
"1391"	"illinois"	"1896"	"R"
"1392"	"indiana"	"1896"	"R"
"1393"	"iowa"	"1896"	"R"
"1394"	"kansas"	"1896"	"D"
"1395"	"kentucky"	"1896"	"R"
"1396"	"louisiana"	"1896"	"D"
"1397"	"maine"	"1896"	"R"
"1398"	"maryland"	"1896"	"R"
"1399"	"massachusetts"	"1896"	"R"
"1400"	"michigan"	"1896"	"R"
"1401"	"minnesota"	"1896"	"R"
"1402"	"mississippi"	"1896"	"D"
"1403"	"missouri"	"1896"	"D"
"1404"	"montana"	"1896"	"D"
"1405"	"nebraska"	"1896"	"D"
"1406"	"nevada"	"1896"	"D"
"1407"	"new hampshire"	"1896"	"R"
"1408"	"new jersey"	"1896"	"R"
"1409"	"new mexico"	"1896"	NA
"1410"	"new york"	"1896"	"R"
"1411"	"north carolina"	"1896"	"D"
"1412"	"north dakota"	"1896"	"R"
"1413"	"ohio"	"1896"	"R"
"1414"	"oklahoma"	"1896"	NA
"1415"	"oregon"	"1896"	"R"
"1416"	"pennsylvania"	"1896"	"R"
"1417"	"rhode island"	"1896"	"R"
"1418"	"south carolina"	"1896"	"D"
"1419"	"south dakota"	"1896"	"D"
"1420"	"tennessee"	"1896"	"D"
"1421"	"texas"	"1896"	"D"
"1422"	"utah"	"1896"	"D"
"1423"	"vermont"	"1896"	"R"
"1424"	"virginia"	"1896"	"D"
"1425"	"washington"	"1896"	"D"
"1426"	"west virginia"	"1896"	"R"
"1427"	"wisconsin"	"1896"	"R"
"1428"	"wyoming"	"1896"	"D"
"1429"	"alabama"	"1900"	"D"
"1430"	"alaska"	"1900"	NA
"1431"	"arizona"	"1900"	NA
"1432"	"arkansas"	"1900"	"D"
"1433"	"california"	"1900"	"R"
"1434"	"colorado"	"1900"	"D"
"1435"	"connecticut"	"1900"	"R"
"1436"	"delaware"	"1900"	"R"
"1437"	"d.c."	"1900"	NA
"1438"	"florida"	"1900"	"D"
"1439"	"georgia"	"1900"	"D"
"1440"	"hawaii"	"1900"	NA
"1441"	"idaho"	"1900"	"D"
"1442"	"illinois"	"1900"	"R"
