"state"	"year"	"party_winner"
"2344"	"west virginia"	"1968"	"D"
"2345"	"wisconsin"	"1968"	"R"
"2346"	"wyoming"	"1968"	"R"
"2347"	"alabama"	"1972"	"R"
"2348"	"alaska"	"1972"	"R"
"2349"	"arizona"	"1972"	"R"
"2350"	"arkansas"	"1972"	"R"
"2351"	"california"	"1972"	"R"
"2352"	"colorado"	"1972"	"R"
"2353"	"connecticut"	"1972"	"R"
"2354"	"delaware"	"1972"	"R"
"2355"	"d.c."	"1972"	"D"
"2356"	"florida"	"1972"	"R"
"2357"	"georgia"	"1972"	"R"
"2358"	"hawaii"	"1972"	"R"
"2359"	"idaho"	"1972"	"R"
"2360"	"illinois"	"1972"	"R"
"2361"	"indiana"	"1972"	"R"
"2362"	"iowa"	"1972"	"R"
"2363"	"kansas"	"1972"	"R"
"2364"	"kentucky"	"1972"	"R"
"2365"	"louisiana"	"1972"	"R"
"2366"	"maine"	"1972"	"R"
"2367"	"maryland"	"1972"	"R"
"2368"	"massachusetts"	"1972"	"D"
"2369"	"michigan"	"1972"	"R"
"2370"	"minnesota"	"1972"	"R"
"2371"	"mississippi"	"1972"	"R"
"2372"	"missouri"	"1972"	"R"
"2373"	"montana"	"1972"	"R"
"2374"	"nebraska"	"1972"	"R"
"2375"	"nevada"	"1972"	"R"
"2376"	"new hampshire"	"1972"	"R"
"2377"	"new jersey"	"1972"	"R"
"2378"	"new mexico"	"1972"	"R"
"2379"	"new york"	"1972"	"R"
"2380"	"north carolina"	"1972"	"R"
"2381"	"north dakota"	"1972"	"R"
"2382"	"ohio"	"1972"	"R"
"2383"	"oklahoma"	"1972"	"R"
"2384"	"oregon"	"1972"	"R"
"2385"	"pennsylvania"	"1972"	"R"
"2386"	"rhode island"	"1972"	"R"
"2387"	"south carolina"	"1972"	"R"
"2388"	"south dakota"	"1972"	"R"
"2389"	"tennessee"	"1972"	"R"
"2390"	"texas"	"1972"	"R"
"2391"	"utah"	"1972"	"R"
"2392"	"vermont"	"1972"	"R"
"2393"	"virginia"	"1972"	"R"
"2394"	"washington"	"1972"	"R"
"2395"	"west virginia"	"1972"	"R"
"2396"	"wisconsin"	"1972"	"R"
"2397"	"wyoming"	"1972"	"R"
"2398"	"alabama"	"1976"	"D"
"2399"	"alaska"	"1976"	"R"
"2400"	"arizona"	"1976"	"R"
"2401"	"arkansas"	"1976"	"D"
"2402"	"california"	"1976"	"R"
"2403"	"colorado"	"1976"	"R"
"2404"	"connecticut"	"1976"	"R"
"2405"	"delaware"	"1976"	"D"
"2406"	"d.c."	"1976"	"D"
"2407"	"florida"	"1976"	"D"
"2408"	"georgia"	"1976"	"D"
"2409"	"hawaii"	"1976"	"D"
"2410"	"idaho"	"1976"	"R"
"2411"	"illinois"	"1976"	"R"
"2412"	"indiana"	"1976"	"R"
"2413"	"iowa"	"1976"	"R"
"2414"	"kansas"	"1976"	"R"
"2415"	"kentucky"	"1976"	"D"
"2416"	"louisiana"	"1976"	"D"
"2417"	"maine"	"1976"	"R"
"2418"	"maryland"	"1976"	"D"
"2419"	"massachusetts"	"1976"	"D"
"2420"	"michigan"	"1976"	"R"
"2421"	"minnesota"	"1976"	"D"
"2422"	"mississippi"	"1976"	"D"
"2423"	"missouri"	"1976"	"D"
"2424"	"montana"	"1976"	"R"
"2425"	"nebraska"	"1976"	"R"
"2426"	"nevada"	"1976"	"R"
"2427"	"new hampshire"	"1976"	"R"
"2428"	"new jersey"	"1976"	"R"
"2429"	"new mexico"	"1976"	"R"
"2430"	"new york"	"1976"	"D"
"2431"	"north carolina"	"1976"	"D"
"2432"	"north dakota"	"1976"	"R"
"2433"	"ohio"	"1976"	"D"
"2434"	"oklahoma"	"1976"	"R"
"2435"	"oregon"	"1976"	"R"
"2436"	"pennsylvania"	"1976"	"D"
"2437"	"rhode island"	"1976"	"D"
"2438"	"south carolina"	"1976"	"D"
"2439"	"south dakota"	"1976"	"R"
"2440"	"tennessee"	"1976"	"D"
"2441"	"texas"	"1976"	"D"
"2442"	"utah"	"1976"	"R"
"2443"	"vermont"	"1976"	"R"
"2444"	"virginia"	"1976"	"R"
"2445"	"washington"	"1976"	"R"
"2446"	"west virginia"	"1976"	"D"
"2447"	"wisconsin"	"1976"	"D"
"2448"	"wyoming"	"1976"	"R"
"2449"	"alabama"	"1980"	"R"
"2450"	"alaska"	"1980"	"R"
"2451"	"arizona"	"1980"	"R"
"2452"	"arkansas"	"1980"	"R"
"2453"	"california"	"1980"	"R"
"2454"	"colorado"	"1980"	"R"
"2455"	"connecticut"	"1980"	"R"
"2456"	"delaware"	"1980"	"R"
"2457"	"d.c."	"1980"	"D"
"2458"	"florida"	"1980"	"R"
"2459"	"georgia"	"1980"	"D"
"2460"	"hawaii"	"1980"	"D"
"2461"	"idaho"	"1980"	"R"
"2462"	"illinois"	"1980"	"R"
"2463"	"indiana"	"1980"	"R"
"2464"	"iowa"	"1980"	"R"
"2465"	"kansas"	"1980"	"R"
"2466"	"kentucky"	"1980"	"R"
"2467"	"louisiana"	"1980"	"R"
"2468"	"maine"	"1980"	"R"
"2469"	"maryland"	"1980"	"D"
"2470"	"massachusetts"	"1980"	"R"
"2471"	"michigan"	"1980"	"R"
"2472"	"minnesota"	"1980"	"D"
"2473"	"mississippi"	"1980"	"R"
"2474"	"missouri"	"1980"	"R"
"2475"	"montana"	"1980"	"R"
"2476"	"nebraska"	"1980"	"R"
"2477"	"nevada"	"1980"	"R"
"2478"	"new hampshire"	"1980"	"R"
"2479"	"new jersey"	"1980"	"R"
"2480"	"new mexico"	"1980"	"R"
"2481"	"new york"	"1980"	"R"
"2482"	"north carolina"	"1980"	"R"
"2483"	"north dakota"	"1980"	"R"
"2484"	"ohio"	"1980"	"R"
"2485"	"oklahoma"	"1980"	"R"
"2486"	"oregon"	"1980"	"R"
"2487"	"pennsylvania"	"1980"	"R"
"2488"	"rhode island"	"1980"	"D"
"2489"	"south carolina"	"1980"	"R"
"2490"	"south dakota"	"1980"	"R"
"2491"	"tennessee"	"1980"	"R"
"2492"	"texas"	"1980"	"R"
"2493"	"utah"	"1980"	"R"
"2494"	"vermont"	"1980"	"R"
"2495"	"virginia"	"1980"	"R"
"2496"	"washington"	"1980"	"R"
"2497"	"west virginia"	"1980"	"D"
"2498"	"wisconsin"	"1980"	"R"
"2499"	"wyoming"	"1980"	"R"
"2500"	"alabama"	"1984"	"R"
"2501"	"alaska"	"1984"	"R"
"2502"	"arizona"	"1984"	"R"
"2503"	"arkansas"	"1984"	"R"
"2504"	"california"	"1984"	"R"
"2505"	"colorado"	"1984"	"R"
"2506"	"connecticut"	"1984"	"R"
"2507"	"delaware"	"1984"	"R"
"2508"	"d.c."	"1984"	"D"
"2509"	"florida"	"1984"	"R"
"2510"	"georgia"	"1984"	"R"
"2511"	"hawaii"	"1984"	"R"
"2512"	"idaho"	"1984"	"R"
"2513"	"illinois"	"1984"	"R"
"2514"	"indiana"	"1984"	"R"
"2515"	"iowa"	"1984"	"R"
"2516"	"kansas"	"1984"	"R"
"2517"	"kentucky"	"1984"	"R"
"2518"	"louisiana"	"1984"	"R"
"2519"	"maine"	"1984"	"R"
"2520"	"maryland"	"1984"	"R"
"2521"	"massachusetts"	"1984"	"R"
"2522"	"michigan"	"1984"	"R"
"2523"	"minnesota"	"1984"	"D"
"2524"	"mississippi"	"1984"	"R"
"2525"	"missouri"	"1984"	"R"
"2526"	"montana"	"1984"	"R"
"2527"	"nebraska"	"1984"	"R"
"2528"	"nevada"	"1984"	"R"
"2529"	"new hampshire"	"1984"	"R"
"2530"	"new jersey"	"1984"	"R"
"2531"	"new mexico"	"1984"	"R"
"2532"	"new york"	"1984"	"R"
"2533"	"north carolina"	"1984"	"R"
"2534"	"north dakota"	"1984"	"R"
"2535"	"ohio"	"1984"	"R"
"2536"	"oklahoma"	"1984"	"R"
"2537"	"oregon"	"1984"	"R"
"2538"	"pennsylvania"	"1984"	"R"
"2539"	"rhode island"	"1984"	"R"
"2540"	"south carolina"	"1984"	"R"
"2541"	"south dakota"	"1984"	"R"
"2542"	"tennessee"	"1984"	"R"
"2543"	"texas"	"1984"	"R"
"2544"	"utah"	"1984"	"R"
"2545"	"vermont"	"1984"	"R"
"2546"	"virginia"	"1984"	"R"
"2547"	"washington"	"1984"	"R"
"2548"	"west virginia"	"1984"	"R"
"2549"	"wisconsin"	"1984"	"R"
"2550"	"wyoming"	"1984"	"R"
"2551"	"alabama"	"1988"	"R"
"2552"	"alaska"	"1988"	"R"
"2553"	"arizona"	"1988"	"R"
"2554"	"arkansas"	"1988"	"R"
"2555"	"california"	"1988"	"R"
"2556"	"colorado"	"1988"	"R"
"2557"	"connecticut"	"1988"	"R"
"2558"	"delaware"	"1988"	"R"
"2559"	"d.c."	"1988"	"D"
"2560"	"florida"	"1988"	"R"
"2561"	"georgia"	"1988"	"R"
"2562"	"hawaii"	"1988"	"D"
"2563"	"idaho"	"1988"	"R"
"2564"	"illinois"	"1988"	"R"
"2565"	"indiana"	"1988"	"R"
"2566"	"iowa"	"1988"	"D"
"2567"	"kansas"	"1988"	"R"
"2568"	"kentucky"	"1988"	"R"
"2569"	"louisiana"	"1988"	"R"
"2570"	"maine"	"1988"	"R"
"2571"	"maryland"	"1988"	"R"
"2572"	"massachusetts"	"1988"	"D"
"2573"	"michigan"	"1988"	"R"
"2574"	"minnesota"	"1988"	"D"
"2575"	"mississippi"	"1988"	"R"
"2576"	"missouri"	"1988"	"R"
"2577"	"montana"	"1988"	"R"
"2578"	"nebraska"	"1988"	"R"
"2579"	"nevada"	"1988"	"R"
"2580"	"new hampshire"	"1988"	"R"
"2581"	"new jersey"	"1988"	"R"
"2582"	"new mexico"	"1988"	"R"
"2583"	"new york"	"1988"	"D"
"2584"	"north carolina"	"1988"	"R"
"2585"	"north dakota"	"1988"	"R"
"2586"	"ohio"	"1988"	"R"
"2587"	"oklahoma"	"1988"	"R"
"2588"	"oregon"	"1988"	"D"
"2589"	"pennsylvania"	"1988"	"R"
"2590"	"rhode island"	"1988"	"D"
"2591"	"south carolina"	"1988"	"R"
"2592"	"south dakota"	"1988"	"R"
"2593"	"tennessee"	"1988"	"R"
"2594"	"texas"	"1988"	"R"
"2595"	"utah"	"1988"	"R"
"2596"	"vermont"	"1988"	"R"
"2597"	"virginia"	"1988"	"R"
"2598"	"washington"	"1988"	"D"
"2599"	"west virginia"	"1988"	"D"
"2600"	"wisconsin"	"1988"	"D"
"2601"	"wyoming"	"1988"	"R"
"2602"	"alabama"	"1992"	"R"
"2603"	"alaska"	"1992"	"R"
"2604"	"arizona"	"1992"	"R"
"2605"	"arkansas"	"1992"	"D"
"2606"	"california"	"1992"	"D"
"2607"	"colorado"	"1992"	"D"
"2608"	"connecticut"	"1992"	"D"
"2609"	"delaware"	"1992"	"D"
"2610"	"d.c."	"1992"	"D"
"2611"	"florida"	"1992"	"R"
"2612"	"georgia"	"1992"	"D"
"2613"	"hawaii"	"1992"	"D"
"2614"	"idaho"	"1992"	"R"
"2615"	"illinois"	"1992"	"D"
"2616"	"indiana"	"1992"	"R"
"2617"	"iowa"	"1992"	"D"
"2618"	"kansas"	"1992"	"R"
"2619"	"kentucky"	"1992"	"D"
"2620"	"louisiana"	"1992"	"D"
"2621"	"maine"	"1992"	"D"
"2622"	"maryland"	"1992"	"D"
"2623"	"massachusetts"	"1992"	"D"
"2624"	"michigan"	"1992"	"D"
"2625"	"minnesota"	"1992"	"D"
"2626"	"mississippi"	"1992"	"R"
"2627"	"missouri"	"1992"	"D"
"2628"	"montana"	"1992"	"D"
"2629"	"nebraska"	"1992"	"R"
"2630"	"nevada"	"1992"	"D"
"2631"	"new hampshire"	"1992"	"D"
"2632"	"new jersey"	"1992"	"D"
"2633"	"new mexico"	"1992"	"D"
"2634"	"new york"	"1992"	"D"
"2635"	"north carolina"	"1992"	"R"
"2636"	"north dakota"	"1992"	"R"
"2637"	"ohio"	"1992"	"D"
"2638"	"oklahoma"	"1992"	"R"
"2639"	"oregon"	"1992"	"D"
"2640"	"pennsylvania"	"1992"	"D"
"2641"	"rhode island"	"1992"	"D"
"2642"	"south carolina"	"1992"	"R"
"2643"	"south dakota"	"1992"	"R"
"2644"	"tennessee"	"1992"	"D"
"2645"	"texas"	"1992"	"R"
"2646"	"utah"	"1992"	"R"
"2647"	"vermont"	"1992"	"D"
"2648"	"virginia"	"1992"	"R"
"2649"	"washington"	"1992"	"D"
"2650"	"west virginia"	"1992"	"D"
"2651"	"wisconsin"	"1992"	"D"
"2652"	"wyoming"	"1992"	"R"
"2653"	"alabama"	"1996"	"R"
"2654"	"alaska"	"1996"	"R"
"2655"	"arizona"	"1996"	"D"
"2656"	"arkansas"	"1996"	"D"
"2657"	"california"	"1996"	"D"
"2658"	"colorado"	"1996"	"R"
"2659"	"connecticut"	"1996"	"D"
"2660"	"delaware"	"1996"	"D"
"2661"	"d.c."	"1996"	"D"
"2662"	"florida"	"1996"	"D"
"2663"	"georgia"	"1996"	"R"
"2664"	"hawaii"	"1996"	"D"
"2665"	"idaho"	"1996"	"R"
"2666"	"illinois"	"1996"	"D"
"2667"	"indiana"	"1996"	"R"
"2668"	"iowa"	"1996"	"D"
"2669"	"kansas"	"1996"	"R"
"2670"	"kentucky"	"1996"	"D"
"2671"	"louisiana"	"1996"	"D"
"2672"	"maine"	"1996"	"D"
"2673"	"maryland"	"1996"	"D"
"2674"	"massachusetts"	"1996"	"D"
"2675"	"michigan"	"1996"	"D"
"2676"	"minnesota"	"1996"	"D"
"2677"	"mississippi"	"1996"	"R"
"2678"	"missouri"	"1996"	"D"
"2679"	"montana"	"1996"	"R"
"2680"	"nebraska"	"1996"	"R"
"2681"	"nevada"	"1996"	"D"
"2682"	"new hampshire"	"1996"	"D"
"2683"	"new jersey"	"1996"	"D"
"2684"	"new mexico"	"1996"	"D"
"2685"	"new york"	"1996"	"D"
"2686"	"north carolina"	"1996"	"R"
"2687"	"north dakota"	"1996"	"R"
"2688"	"ohio"	"1996"	"D"
"2689"	"oklahoma"	"1996"	"R"
"2690"	"oregon"	"1996"	"D"
"2691"	"pennsylvania"	"1996"	"D"
"2692"	"rhode island"	"1996"	"D"
"2693"	"south carolina"	"1996"	"R"
"2694"	"south dakota"	"1996"	"R"
"2695"	"tennessee"	"1996"	"D"
"2696"	"texas"	"1996"	"R"
"2697"	"utah"	"1996"	"R"
"2698"	"vermont"	"1996"	"D"
"2699"	"virginia"	"1996"	"R"
"2700"	"washington"	"1996"	"D"
"2701"	"west virginia"	"1996"	"D"
"2702"	"wisconsin"	"1996"	"D"
"2703"	"wyoming"	"1996"	"R"
"2704"	"alabama"	"2000"	"R"
"2705"	"alaska"	"2000"	"R"
"2706"	"arizona"	"2000"	"R"
"2707"	"arkansas"	"2000"	"R"
"2708"	"california"	"2000"	"D"
"2709"	"colorado"	"2000"	"R"
"2710"	"connecticut"	"2000"	"D"
"2711"	"delaware"	"2000"	"D"
"2712"	"d.c."	"2000"	"D"
"2713"	"florida"	"2000"	"R"
"2714"	"georgia"	"2000"	"R"
"2715"	"hawaii"	"2000"	"D"
"2716"	"idaho"	"2000"	"R"
"2717"	"illinois"	"2000"	"D"
"2718"	"indiana"	"2000"	"R"
"2719"	"iowa"	"2000"	"D"
"2720"	"kansas"	"2000"	"R"
"2721"	"kentucky"	"2000"	"R"
"2722"	"louisiana"	"2000"	"R"
"2723"	"maine"	"2000"	"D"
"2724"	"maryland"	"2000"	"D"
"2725"	"massachusetts"	"2000"	"D"
"2726"	"michigan"	"2000"	"D"
"2727"	"minnesota"	"2000"	"D"
"2728"	"mississippi"	"2000"	"R"
"2729"	"missouri"	"2000"	"R"
"2730"	"montana"	"2000"	"R"
"2731"	"nebraska"	"2000"	"R"
"2732"	"nevada"	"2000"	"R"
"2733"	"new hampshire"	"2000"	"R"
"2734"	"new jersey"	"2000"	"D"
"2735"	"new mexico"	"2000"	"D"
"2736"	"new york"	"2000"	"D"
"2737"	"north carolina"	"2000"	"R"
"2738"	"north dakota"	"2000"	"R"
"2739"	"ohio"	"2000"	"R"
"2740"	"oklahoma"	"2000"	"R"
"2741"	"oregon"	"2000"	"D"
"2742"	"pennsylvania"	"2000"	"D"
"2743"	"rhode island"	"2000"	"D"
"2744"	"south carolina"	"2000"	"R"
"2745"	"south dakota"	"2000"	"R"
"2746"	"tennessee"	"2000"	"R"
"2747"	"texas"	"2000"	"R"
"2748"	"utah"	"2000"	"R"
"2749"	"vermont"	"2000"	"D"
"2750"	"virginia"	"2000"	"R"
"2751"	"washington"	"2000"	"D"
"2752"	"west virginia"	"2000"	"R"
"2753"	"wisconsin"	"2000"	"D"
"2754"	"wyoming"	"2000"	"R"
"2755"	"alabama"	"2004"	"R"
"2756"	"alaska"	"2004"	"R"
"2757"	"arizona"	"2004"	"R"
"2758"	"arkansas"	"2004"	"R"
"2759"	"california"	"2004"	"D"
"2760"	"colorado"	"2004"	"R"
"2761"	"connecticut"	"2004"	"D"
"2762"	"delaware"	"2004"	"D"
"2763"	"d.c."	"2004"	"D"
"2764"	"florida"	"2004"	"R"
"2765"	"georgia"	"2004"	"R"
"2766"	"hawaii"	"2004"	"D"
"2767"	"idaho"	"2004"	"R"
"2768"	"illinois"	"2004"	"D"
"2769"	"indiana"	"2004"	"R"
"2770"	"iowa"	"2004"	"R"
"2771"	"kansas"	"2004"	"R"
"2772"	"kentucky"	"2004"	"R"
"2773"	"louisiana"	"2004"	"R"
"2774"	"maine"	"2004"	"D"
"2775"	"maryland"	"2004"	"D"
"2776"	"massachusetts"	"2004"	"D"
"2777"	"michigan"	"2004"	"D"
"2778"	"minnesota"	"2004"	"D"
"2779"	"mississippi"	"2004"	"R"
"2780"	"missouri"	"2004"	"R"
"2781"	"montana"	"2004"	"R"
"2782"	"nebraska"	"2004"	"R"
"2783"	"nevada"	"2004"	"R"
"2784"	"new hampshire"	"2004"	"D"
"2785"	"new jersey"	"2004"	"D"
"2786"	"new mexico"	"2004"	"R"
"2787"	"new york"	"2004"	"D"
"2788"	"north carolina"	"2004"	"R"
"2789"	"north dakota"	"2004"	"R"
"2790"	"ohio"	"2004"	"R"
"2791"	"oklahoma"	"2004"	"R"
"2792"	"oregon"	"2004"	"D"
"2793"	"pennsylvania"	"2004"	"D"
"2794"	"rhode island"	"2004"	"D"
"2795"	"south carolina"	"2004"	"R"
"2796"	"south dakota"	"2004"	"R"
"2797"	"tennessee"	"2004"	"R"
"2798"	"texas"	"2004"	"R"
"2799"	"utah"	"2004"	"R"
"2800"	"vermont"	"2004"	"D"
"2801"	"virginia"	"2004"	"R"
"2802"	"washington"	"2004"	"D"
"2803"	"west virginia"	"2004"	"R"
"2804"	"wisconsin"	"2004"	"D"
"2805"	"wyoming"	"2004"	"R"
"2806"	"alabama"	"2008"	"R"
"2807"	"alaska"	"2008"	"R"
"2808"	"arizona"	"2008"	"R"
"2809"	"arkansas"	"2008"	"R"
"2810"	"california"	"2008"	"D"
"2811"	"colorado"	"2008"	"D"
"2812"	"connecticut"	"2008"	"D"
"2813"	"delaware"	"2008"	"D"
"2814"	"d.c."	"2008"	"D"
"2815"	"florida"	"2008"	"D"
"2816"	"georgia"	"2008"	"R"
"2817"	"hawaii"	"2008"	"D"
"2818"	"idaho"	"2008"	"R"
"2819"	"illinois"	"2008"	"D"
"2820"	"indiana"	"2008"	"D"
"2821"	"iowa"	"2008"	"D"
"2822"	"kansas"	"2008"	"R"
"2823"	"kentucky"	"2008"	"R"
"2824"	"louisiana"	"2008"	"R"
"2825"	"maine"	"2008"	"D"
"2826"	"maryland"	"2008"	"D"
"2827"	"massachusetts"	"2008"	"D"
"2828"	"michigan"	"2008"	"D"
"2829"	"minnesota"	"2008"	"D"
"2830"	"mississippi"	"2008"	"R"
"2831"	"missouri"	"2008"	"R"
"2832"	"montana"	"2008"	"R"
"2833"	"nebraska"	"2008"	"R"
"2834"	"nevada"	"2008"	"D"
"2835"	"new hampshire"	"2008"	"D"
"2836"	"new jersey"	"2008"	"D"
"2837"	"new mexico"	"2008"	"D"
"2838"	"new york"	"2008"	"D"
"2839"	"north carolina"	"2008"	"D"
"2840"	"north dakota"	"2008"	"R"
"2841"	"ohio"	"2008"	"D"
"2842"	"oklahoma"	"2008"	"R"
"2843"	"oregon"	"2008"	"D"
"2844"	"pennsylvania"	"2008"	"D"
"2845"	"rhode island"	"2008"	"D"
"2846"	"south carolina"	"2008"	"R"
"2847"	"south dakota"	"2008"	"R"
"2848"	"tennessee"	"2008"	"R"
"2849"	"texas"	"2008"	"R"
"2850"	"utah"	"2008"	"R"
"2851"	"vermont"	"2008"	"D"
"2852"	"virginia"	"2008"	"D"
"2853"	"washington"	"2008"	"D"
"2854"	"west virginia"	"2008"	"R"
"2855"	"wisconsin"	"2008"	"D"
"2856"	"wyoming"	"2008"	"R"
"2857"	"alabama"	"2012"	"R"
"2858"	"alaska"	"2012"	"R"
"2859"	"arizona"	"2012"	"R"
"2860"	"arkansas"	"2012"	"R"
"2861"	"california"	"2012"	"D"
"2862"	"colorado"	"2012"	"D"
"2863"	"connecticut"	"2012"	"D"
"2864"	"delaware"	"2012"	"D"
"2865"	"d.c."	"2012"	"D"
"2866"	"florida"	"2012"	"D"
"2867"	"georgia"	"2012"	"R"
"2868"	"hawaii"	"2012"	"D"
"2869"	"idaho"	"2012"	"R"
"2870"	"illinois"	"2012"	"D"
"2871"	"indiana"	"2012"	"R"
"2872"	"iowa"	"2012"	"D"
"2873"	"kansas"	"2012"	"R"
"2874"	"kentucky"	"2012"	"R"
"2875"	"louisiana"	"2012"	"R"
"2876"	"maine"	"2012"	"D"
"2877"	"maryland"	"2012"	"D"
"2878"	"massachusetts"	"2012"	"D"
"2879"	"michigan"	"2012"	"D"
"2880"	"minnesota"	"2012"	"D"
"2881"	"mississippi"	"2012"	"R"
"2882"	"missouri"	"2012"	"R"
"2883"	"montana"	"2012"	"R"
"2884"	"nebraska"	"2012"	"R"
"2885"	"nevada"	"2012"	"D"
"2886"	"new hampshire"	"2012"	"D"
"2887"	"new jersey"	"2012"	"D"
"2888"	"new mexico"	"2012"	"D"
"2889"	"new york"	"2012"	"D"
"2890"	"north carolina"	"2012"	"R"
"2891"	"north dakota"	"2012"	"R"
"2892"	"ohio"	"2012"	"D"
"2893"	"oklahoma"	"2012"	"R"
"2894"	"oregon"	"2012"	"D"
"2895"	"pennsylvania"	"2012"	"D"
"2896"	"rhode island"	"2012"	"D"
"2897"	"south carolina"	"2012"	"R"
"2898"	"south dakota"	"2012"	"R"
"2899"	"tennessee"	"2012"	"R"
"2900"	"texas"	"2012"	"R"
"2901"	"utah"	"2012"	"R"
"2902"	"vermont"	"2012"	"D"
"2903"	"virginia"	"2012"	"D"
"2904"	"washington"	"2012"	"D"
"2905"	"west virginia"	"2012"	"R"
"2906"	"wisconsin"	"2012"	"D"
"2907"	"wyoming"	"2012"	"R"
